timestamp,price
2026-04-12 12:10:41,70898
2026-04-12 12:14:01,70901
2026-04-12 12:14:08,70901
2026-04-12 12:15:09,70937
2026-04-12 12:15:12,70937
2026-04-12 12:15:17,70937
2026-04-12 12:24:58,70889
2026-04-12 12:47:45,70911
2026-04-12 13:16:23,70939
2026-04-12 13:23:37,70979
